ID,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,ViolentCrimesPerPop
674,33102,2.48,12.3,27.8,12.65,10.39,33102,100.0,30007,79.94,0.91,37.01,22.1,8.49,14.52,35198,13866,3498,10.79,5.3,18.02,12.9,4.92,66.16,28.43,15.76,18.58,20.05,14.78,29.73,19.63,17.29,2.98,64.76,63.26,74.62,70.26,58.22,69.0,737,2.98,1639,14.28,17.45,21.96,30.93,0.71,0.86,1.09,1.53,93.21,0.98,3.56,2.29,2.43,2.53,2.34,50.8,4.24,60.13,2,620,95.56,48.78,2.74,15.48,1971,4.46,0.04,75200,91500,119000,43800,321,398,470,149,467,24.5,19.9,12.0,7,5,4.95,50.36,36.99,72.72,85.32,447.63
250,50024,2.65,12.05,23.08,11.96,19.36,50024,100.0,42665,74.54,0.21,56.39,38.62,2.89,21.42,50451,18444,1887,3.89,10.57,25.17,21.5,4.56,61.39,16.26,23.01,10.93,27.94,5.54,30.2,7.82,6.78,3.06,82.26,79.94,95.3,84.62,62.9,69.45,506,1.46,7392,5.64,10.77,16.03,21.66,0.83,1.59,2.37,3.2,79.31,2.71,3.9,2.88,2.57,2.72,2.06,81.56,1.07,36.04,3,452,97.66,76.95,2.88,50.44,1951,0.64,0.23,152500,175600,200300,47800,437,549,694,257,630,26.4,23.4,16.0,15,0,14.78,68.69,71.3,82.42,95.77,409.11
1156,47039,2.68,11.77,25.18,11.85,12.85,47039,100.0,39800,78.79,0.28,42.9,28.39,5.68,17.38,44952,17002,2140,4.6,9.07,20.82,20.91,5.31,65.53,20.82,21.68,13.1,27.7,6.97,30.26,9.39,8.24,3.13,81.23,78.97,92.45,83.72,65.28,72.81,812,2.35,5353,9.53,15.58,19.88,24.34,1.08,1.77,2.26,2.77,83.0,3.54,3.75,2.8,2.65,2.87,2.13,76.12,1.33,44.18,3,684,96.25,70.35,1.02,41.37,1959,1.25,0.18,154200,177100,205200,51000,306,523,665,359,603,26.4,21.9,14.3,81,0,11.38,78.14,65.87,89.47,95.26,155.42
1254,12765,2.75,16.09,27.19,14.58,15.22,0,0.0,17552,69.77,1.67,30.83,36.25,10.28,11.28,22949,9367,3203,26.71,19.56,39.11,13.46,8.82,51.73,26.69,27.74,25.97,22.3,11.13,28.49,14.19,12.79,3.18,64.01,59.27,69.92,65.78,53.05,64.86,507,4.56,896,31.14,50.56,62.72,68.97,2.19,3.55,4.4,4.84,88.0,3.97,6.98,5.05,2.6,2.55,2.68,56.95,7.25,52.21,2,410,91.87,58.19,3.41,51.71,1966,16.55,1.41,27600,41500,63400,35800,144,228,293,149,297,24.5,22.1,14.0,0,0,7.02,78.49,47.04,78.98,92.57,594.35
72,18734,2.36,11.97,33.32,14.65,7.85,18734,100.0,31793,86.84,0.53,34.09,18.01,5.89,9.9,37216,14745,1458,7.82,5.79,21.47,16.33,6.25,72.44,14.83,21.46,13.72,23.81,12.18,35.29,15.79,14.09,3.05,69.28,66.41,83.68,68.1,62.9,70.94,608,5.33,842,25.3,34.44,43.71,57.72,1.14,1.55,1.96,2.59,93.1,0.86,4.24,2.53,2.36,2.75,2.05,51.85,3.08,70.51,2,585,93.14,44.47,1.88,30.26,1971,3.19,0.14,65900,80700,95500,29600,427,477,531,104,531,24.9,23.0,16.5,0,0,4.49,51.71,45.26,76.15,84.49,602.9
95,12778,3.05,15.14,29.13,12.51,6.28,12778,100.0,32014,87.82,0.99,26.75,18.38,3.88,13.87,34788,11608,983,7.7,10.92,28.86,9.57,5.19,70.56,11.25,13.99,14.75,17.46,8.18,25.37,14.12,11.24,3.34,79.89,76.55,89.96,81.12,66.73,71.34,118,1.22,660,18.94,27.73,31.67,35.0,0.98,1.43,1.64,1.81,90.15,1.95,6.58,5.37,3.05,2.98,3.34,80.63,4.96,21.36,3,246,94.46,82.33,1.63,25.61,1979,5.08,0.14,53100,64700,84200,31100,336,423,502,166,557,24.0,21.4,11.5,0,0,5.17,38.7,52.39,78.87,84.8,618.06
1458,39162,2.44,11.16,24.95,11.4,11.65,37530,96.05,37783,84.78,0.33,55.41,21.51,2.32,19.16,43360,18522,1074,2.8,3.18,12.58,26.8,2.06,71.66,9.73,24.83,9.56,35.6,8.32,26.32,11.23,9.87,2.93,80.67,79.24,93.69,85.55,63.88,72.41,246,0.93,871,11.6,16.53,22.39,30.42,0.26,0.37,0.5,0.68,95.09,0.26,2.34,1.59,2.4,2.71,1.9,69.59,0.73,44.33,3,835,95.06,61.58,0.96,11.62,1970,0.51,0.22,68000,84900,106700,38700,411,457,512,101,518,22.3,19.1,11.5,0,0,2.23,80.02,53.2,77.83,91.64,401.67
34,11873,2.54,10.7,21.6,9.62,13.15,0,0.0,42386,80.0,0.49,53.73,25.67,5.49,16.51,52279,20175,623,5.29,4.48,13.23,33.6,6.32,66.04,16.04,28.91,8.64,40.7,7.61,27.91,10.81,9.31,3.03,80.99,78.87,92.25,80.06,53.68,69.67,169,2.07,421,11.4,13.54,19.95,21.38,0.4,0.48,0.71,0.76,93.52,1.26,3.24,2.26,2.5,2.73,2.02,74.69,0.73,44.27,3,479,90.72,68.61,0.84,34.03,1955,1.11,0.21,159500,192600,244600,85100,364,566,722,358,610,24.1,24.0,14.3,0,0,3.55,71.92,64.55,87.03,91.97,143.18
800,49381,2.51,16.51,29.86,17.48,13.95,49178,100.0,23053,73.68,0.91,37.72,30.33,8.57,15.24,31421,13071,7803,17.27,13.8,28.92,25.88,6.58,55.68,19.46,28.45,13.66,29.58,11.51,31.76,13.25,12.44,2.91,71.82,68.53,76.29,75.28,54.31,62.43,660,1.94,801,27.34,35.96,39.58,41.07,0.44,0.58,0.64,0.67,97.16,0.24,2.83,1.83,2.3,2.51,2.04,61.85,1.36,52.1,2,1566,92.63,56.84,11.37,35.57,1966,9.24,0.24,40500,60000,88300,47800,176,245,333,157,313,25.7,17.7,12.0,44,1,1.63,62.18,48.76,72.74,85.69,234.82
1164,10266,2.72,12.44,25.11,11.29,11.76,8780,85.47,37764,82.17,0.61,44.16,28.35,4.44,19.71,42829,15313,692,6.77,11.03,25.29,14.33,4.46,67.39,16.65,17.69,14.97,20.37,8.8,26.31,11.55,10.28,3.17,76.59,72.78,85.41,84.23,66.35,72.49,162,2.17,367,4.63,18.8,20.44,22.34,0.17,0.67,0.73,0.8,91.31,1.09,4.49,3.47,2.72,2.77,2.54,80.2,1.99,37.18,3,165,95.81,78.76,1.82,33.94,1947,3.46,0.0,81800,105300,143400,61600,383,490,592,209,556,24.6,22.3,14.6,0,0,3.57,74.92,64.61,84.67,94.59,295.04
449,14120,2.67,13.99,23.94,11.04,13.21,14120,100.0,27914,75.44,0.55,32.65,30.71,7.28,18.21,31915,12466,2176,15.47,9.78,27.01,12.18,9.79,56.06,16.59,27.82,14.45,22.98,12.13,22.86,15.1,13.7,3.11,67.31,61.95,81.17,69.96,60.18,71.2,328,2.83,404,11.14,24.26,33.91,41.83,0.32,0.69,0.97,1.2,90.42,1.05,5.31,4.02,2.67,2.62,2.79,71.71,4.53,45.01,3,664,88.83,72.99,6.63,61.9,1959,8.64,0.81,35500,47300,63100,27600,238,310,377,139,403,26.0,18.2,13.1,0,0,2.86,74.01,59.54,89.33,95.23,338.62
446,11997,2.92,10.34,25.13,9.92,10.2,10940,91.19,41129,86.84,0.66,46.89,18.97,3.67,14.52,44638,15711,749,6.69,5.66,16.76,22.67,3.05,65.33,22.8,23.67,15.84,27.64,11.9,28.04,11.28,11.61,3.15,79.96,78.0,85.02,70.48,58.38,68.07,273,3.93,436,7.8,22.94,34.86,52.06,0.28,0.83,1.27,1.89,93.86,0.28,4.26,3.21,2.73,2.84,2.45,74.0,1.58,29.45,3,156,96.34,71.06,2.56,40.38,1974,0.63,0.14,88800,111200,136200,47400,427,494,583,156,632,26.1,24.7,14.0,0,0,3.63,72.7,53.09,77.55,89.05,450.75
772,30206,2.69,15.25,27.47,13.94,13.37,0,0.0,22357,71.95,1.14,31.87,30.15,7.75,14.47,27833,12527,6133,20.94,13.67,31.05,18.83,6.37,55.7,20.98,28.59,18.38,25.05,11.06,26.28,14.36,12.84,3.2,70.39,64.41,76.94,68.8,61.92,69.31,826,3.28,1576,15.93,24.56,39.85,49.94,0.83,1.28,2.08,2.61,90.33,2.23,6.74,4.74,2.61,2.64,2.57,61.12,6.66,47.49,3,1266,89.86,60.46,4.19,43.52,1968,8.01,0.6,30900,47800,69300,38400,204,274,347,143,350,25.0,18.6,13.6,39,0,5.22,79.43,50.5,80.94,94.94,796.75
717,28658,2.48,11.75,26.7,12.27,13.79,28658,100.0,30693,76.71,0.73,38.24,29.27,9.04,13.19,35141,16104,4163,14.72,10.82,28.15,20.13,8.57,61.06,10.54,25.86,12.84,27.1,10.82,37.63,15.18,13.16,3.12,59.79,54.38,71.12,52.67,59.78,68.02,1375,6.45,3024,20.47,31.12,35.25,42.2,2.16,3.28,3.72,4.45,78.21,5.5,6.94,4.29,2.44,2.69,2.25,48.52,5.49,64.19,2,2088,84.68,44.09,2.63,55.03,1954,5.06,0.5,115000,149100,192700,77700,423,540,644,221,601,28.2,27.1,18.0,0,1,10.55,57.67,54.77,84.78,89.49,1227.61
1270,28259,2.86,16.26,28.79,13.83,9.53,28259,100.0,22052,77.25,1.32,21.89,25.09,13.69,9.35,27523,10009,6410,22.94,15.88,37.55,10.76,8.34,59.29,14.03,21.22,19.96,20.04,11.69,29.48,16.28,14.22,3.33,60.12,51.11,61.99,61.76,67.15,72.4,2412,9.54,187,0.0,5.88,26.2,28.34,0.0,0.04,0.17,0.19,98.41,0.18,7.83,5.91,2.83,2.88,2.77,58.69,6.3,43.55,3,626,94.04,57.74,8.31,28.75,1967,12.35,1.08,38900,50900,69100,30200,155,248,318,163,343,29.0,20.5,14.1,13,0,0.66,53.03,52.14,82.37,88.6,724.95
1212,12127,2.58,13.14,25.76,12.72,13.9,0,0.0,25141,78.47,0.83,38.52,31.38,6.23,17.96,29813,11170,1382,11.79,10.91,31.91,10.07,6.72,61.21,40.24,18.96,32.61,15.53,10.35,24.33,13.69,12.13,3.03,75.76,71.32,79.54,75.58,76.3,78.78,148,1.45,133,0.0,23.31,23.31,23.31,0.0,0.26,0.26,0.26,96.59,0.55,3.79,2.7,2.5,2.62,2.26,69.07,1.68,41.14,3,244,95.06,65.83,0.82,41.8,1950,11.0,0.38,29400,39000,54100,24700,202,247,293,91,305,24.4,15.2,12.3,14,0,1.1,77.22,56.5,87.49,95.03,194.19
1590,11632,2.56,10.46,27.85,12.56,13.26,11632,100.0,39667,79.97,0.47,54.54,29.41,4.74,19.52,48367,17804,644,5.73,9.36,21.7,24.47,5.46,65.79,18.75,26.06,13.78,29.9,9.44,36.56,11.36,10.43,3.05,72.69,68.97,82.6,73.23,62.25,76.75,336,4.16,1331,28.4,39.97,44.93,55.07,3.25,4.57,5.14,6.3,83.15,3.74,5.61,3.7,2.45,2.78,2.14,55.95,4.11,56.46,2,307,93.67,49.47,3.58,25.08,1951,3.63,0.25,135300,160900,185800,50500,537,616,689,152,680,27.3,23.0,17.2,23,39,11.44,56.92,57.01,77.18,86.62,220.3
1152,60569,2.14,9.6,21.09,9.53,19.52,60569,100.0,45529,70.65,0.43,65.31,33.09,2.57,23.06,60046,26354,2276,3.81,1.71,5.64,46.92,3.27,60.13,9.5,27.7,4.36,45.37,9.53,27.47,12.94,11.39,2.75,79.05,79.33,88.92,82.69,57.5,70.01,431,1.0,7885,15.47,21.74,29.45,34.91,2.01,2.83,3.83,4.55,86.24,1.75,2.35,1.37,2.11,2.23,1.86,71.49,1.64,57.28,2,1621,94.59,67.73,3.02,25.79,1970,0.46,0.22,220600,291500,366900,146300,578,675,864,286,720,27.3,23.9,11.9,0,7,13.02,42.9,47.97,70.9,85.95,293.54
78,52315,2.79,15.61,28.32,13.89,6.07,51483,98.41,37644,85.55,1.58,48.83,15.63,2.85,11.32,43970,17215,3730,7.33,2.53,9.65,43.46,3.89,70.3,7.5,29.56,6.28,39.38,6.89,25.87,11.08,9.08,3.14,81.78,81.59,87.9,81.53,56.81,67.38,381,1.17,1617,32.03,51.33,59.49,63.2,0.99,1.59,1.84,1.95,94.72,0.48,2.86,2.19,2.71,2.89,2.33,72.33,1.93,31.28,3,1842,91.06,67.79,0.43,39.63,1978,2.2,0.2,58700,80000,120100,61400,254,332,432,178,423,26.2,20.6,12.1,0,0,3.09,56.44,43.57,72.14,84.37,160.72
85,57140,2.74,16.51,28.17,14.68,13.38,57140,100.0,19143,69.31,0.63,24.41,33.46,13.58,14.16,24442,9530,15283,27.71,14.49,34.5,16.56,11.05,51.37,17.94,27.79,18.07,22.71,10.92,30.7,14.18,12.74,3.26,58.65,50.22,63.07,59.7,64.38,70.59,4401,8.51,407,26.04,32.43,34.15,39.31,0.19,0.23,0.24,0.28,96.83,0.54,7.86,5.5,2.64,2.64,2.65,61.62,5.43,46.91,3,2318,90.0,61.74,4.06,39.65,1964,11.65,0.73,28100,41200,59900,31800,152,219,287,135,333,29.1,17.5,15.7,28,0,0.71,80.16,56.01,85.46,92.02,1476.93
1044,27537,2.4,11.57,25.44,11.91,13.81,27537,100.0,32194,77.15,0.5,43.68,28.97,6.78,20.77,39908,15905,2261,8.34,6.4,21.38,19.23,5.2,63.83,19.0,22.88,13.54,25.93,11.0,31.85,12.65,11.87,2.98,71.97,70.67,77.51,77.09,58.09,68.45,471,2.34,1512,12.57,16.93,26.65,28.97,0.69,0.93,1.46,1.59,90.06,1.32,3.06,1.95,2.36,2.66,1.94,65.42,1.5,52.67,2,618,94.89,57.95,1.46,31.23,1955,2.18,0.16,104400,130800,164100,59700,363,458,539,176,495,25.2,20.5,13.1,8,0,5.49,75.33,57.88,90.51,93.38,597.51
83,42155,2.62,14.53,27.83,12.95,8.23,42155,100.0,28261,81.72,1.09,38.32,19.83,8.95,14.12,35024,12767,5814,13.93,5.99,17.5,19.77,7.0,64.11,11.71,27.83,11.91,28.49,11.21,26.39,15.31,13.34,3.17,70.96,70.52,75.97,78.15,50.95,62.81,815,2.54,1994,22.37,28.69,40.47,46.79,1.06,1.36,1.91,2.21,89.97,2.04,5.83,4.06,2.61,2.82,2.36,57.48,4.49,48.91,3,1135,93.4,53.08,1.85,54.1,1972,4.16,0.34,47700,64800,83100,35400,225,279,346,121,345,23.1,16.4,11.2,0,0,4.73,46.49,41.95,70.79,84.64,380.43
458,58724,2.63,13.98,24.99,11.71,15.39,58089,98.92,18548,65.65,0.54,28.39,35.92,11.56,17.38,23155,9706,16344,28.12,16.7,34.55,10.0,12.78,47.42,17.69,23.08,18.56,17.46,12.31,28.73,15.36,13.95,3.23,61.16,57.16,65.77,65.58,59.48,63.92,2113,3.93,4018,12.69,17.77,28.5,41.59,0.87,1.22,1.95,2.85,84.32,3.38,8.34,5.76,2.6,2.65,2.51,66.27,6.47,56.65,2,3420,86.72,65.01,8.01,60.91,1956,9.37,0.78,19100,30400,45800,26700,130,226,297,167,320,26.9,18.1,13.5,21,1,6.84,63.61,61.64,89.39,94.5,1644.35
1032,30685,2.62,13.85,26.79,12.33,10.84,0,0.0,27871,80.6,1.02,32.07,23.5,6.7,10.94,34441,14083,3777,12.61,8.03,23.94,21.88,4.5,65.44,25.83,22.78,17.96,28.36,10.48,25.76,14.5,12.67,3.1,69.89,65.05,75.22,76.26,69.37,74.19,970,4.33,158,3.8,12.03,24.68,56.33,0.02,0.06,0.13,0.29,97.89,0.28,4.03,2.87,2.56,2.68,2.36,64.1,2.95,41.58,3,630,94.89,61.08,1.59,41.11,1969,6.92,0.28,45700,62400,87600,41900,175,264,328,153,337,22.8,18.1,12.6,25,1,0.51,75.42,48.7,77.96,89.72,300.0
677,101484,2.83,14.14,28.92,12.52,4.73,101484,100.0,35934,89.64,0.85,34.13,13.22,4.08,9.17,40198,14115,7771,7.73,5.36,18.76,18.31,4.74,74.16,14.53,18.82,11.26,25.69,10.29,23.44,15.87,13.21,3.23,77.5,74.52,84.99,75.71,70.98,76.4,1198,1.78,4731,10.48,21.81,32.28,44.56,0.49,1.02,1.5,2.08,89.97,1.19,4.66,3.62,2.81,2.99,2.5,67.55,4.75,36.41,3,3395,91.35,63.45,5.24,40.27,1977,3.79,0.16,52900,68700,87200,34300,334,397,483,149,469,24.3,21.3,12.7,0,4,4.66,67.97,43.88,83.76,92.25,566.64
1533,26243,2.49,12.62,25.45,12.11,10.39,26243,100.0,37302,84.94,0.93,49.03,22.19,1.89,15.76,43723,17786,901,3.48,4.34,12.08,22.99,3.13,70.14,15.99,20.02,11.19,27.18,9.16,23.67,12.11,10.72,2.94,79.65,79.09,88.75,82.31,72.73,79.25,201,1.04,415,2.17,14.7,17.59,20.72,0.03,0.23,0.28,0.33,96.74,0.12,2.44,1.78,2.46,2.67,2.01,74.54,1.32,36.31,3,541,95.12,68.79,0.74,12.94,1968,1.07,0.14,59100,72700,95500,36400,310,356,418,108,431,22.8,16.6,11.4,0,0,1.58,60.07,53.73,75.07,86.22,275.83
1138,29925,2.58,13.62,28.12,13.61,11.17,29925,100.0,27301,75.47,0.52,25.84,27.98,11.73,14.13,32489,12812,5261,17.8,13.87,34.43,18.07,9.74,60.27,13.29,28.07,16.89,21.54,12.6,42.97,16.62,14.8,3.34,49.48,44.05,67.57,49.13,65.85,72.01,2747,12.66,6223,17.98,26.35,41.62,55.89,3.74,5.48,8.65,11.62,79.1,5.75,10.7,6.47,2.56,3.12,2.34,34.25,8.77,72.92,2,738,94.01,28.14,7.72,52.71,1953,7.31,1.55,86400,123600,171000,84600,367,500,600,233,557,27.5,24.6,14.9,38,6,20.8,51.89,58.04,88.72,91.79,2594.03
437,50627,2.51,13.65,27.64,13.77,13.49,50627,100.0,22591,71.73,0.29,36.46,29.9,11.51,18.4,28504,11774,8474,17.83,11.21,30.3,12.97,8.76,51.9,28.69,21.32,22.43,20.92,12.21,32.73,15.92,14.12,3.0,64.22,60.25,70.81,69.94,57.97,64.34,1881,4.71,1391,6.47,9.71,10.93,12.94,0.18,0.27,0.3,0.36,94.6,0.57,4.22,2.72,2.36,2.51,2.15,61.7,1.66,49.08,3,1712,92.19,58.03,7.48,44.86,1953,9.14,0.34,28800,42300,65200,36400,199,257,310,111,336,25.3,17.0,12.9,30,0,2.75,74.51,52.23,84.27,94.21,2493.17
771,18334,2.67,14.69,25.82,13.07,13.19,18334,100.0,34704,74.67,0.92,42.67,28.51,6.42,21.69,39483,14458,1375,7.67,8.25,24.14,11.26,6.57,59.01,20.35,24.02,18.26,19.44,8.8,26.98,9.79,9.32,3.11,79.91,76.92,85.74,85.41,67.06,69.47,201,1.36,476,1.05,2.52,7.98,7.98,0.03,0.07,0.21,0.21,93.29,0.66,3.92,2.86,2.62,2.86,1.99,78.71,1.37,39.16,3,401,94.48,72.01,1.5,35.91,1963,1.4,0.29,53600,72300,93200,39600,281,324,369,88,412,23.3,16.8,13.2,0,0,2.6,80.99,62.66,87.31,93.9,403.14
870,69496,2.52,14.34,27.36,13.76,12.36,69394,100.0,25035,78.42,0.49,30.84,28.96,7.29,11.39,30643,13324,8600,12.74,12.9,31.81,18.09,5.27,65.17,33.37,16.85,24.66,21.21,11.71,29.35,15.0,13.51,2.99,63.08,58.23,68.73,60.65,66.9,76.46,3391,6.14,1036,7.82,22.1,35.91,44.11,0.12,0.33,0.54,0.66,96.3,0.8,3.76,2.63,2.46,2.52,2.38,55.83,2.47,49.89,3,1879,93.61,54.45,3.67,28.37,1965,7.17,0.25,45500,65200,94800,49300,190,279,366,176,390,24.4,21.7,13.7,104,0,1.49,70.77,50.62,80.22,89.43,1271.02
645,28227,2.52,15.96,33.02,18.56,11.59,28227,100.0,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,3228,12.47,5.93,15.88,32.16,5.96,65.27,7.95,28.65,5.71,31.79,9.91,42.44,14.25,12.17,3.0,64.32,62.75,66.67,61.27,49.97,63.93,873,4.64,1473,20.37,25.12,31.64,37.14,1.06,1.31,1.65,1.94,92.04,0.93,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,1185.33
863,33187,2.36,12.1,27.72,13.38,11.08,33187,100.0,35516,81.75,0.75,41.03,22.19,6.75,18.64,41012,18358,3966,12.12,6.94,19.83,32.79,5.37,68.93,5.8,28.16,6.66,36.47,13.43,37.71,17.38,15.58,2.97,54.67,47.6,66.45,55.13,68.07,76.75,2397,9.73,1215,13.74,20.49,31.28,33.17,0.5,0.75,1.15,1.21,94.05,0.75,4.75,2.82,2.33,2.39,2.27,49.08,3.16,50.26,2,1191,92.19,47.76,14.95,24.77,1965,4.62,0.22,99400,138500,193300,93900,368,533,672,304,602,27.1,21.0,13.3,10,2,3.66,56.32,47.02,78.1,83.77,1428.53
1467,67153,2.67,12.81,26.3,12.37,13.13,67153,100.0,34850,78.36,0.28,34.21,28.42,9.57,15.5,41120,15835,7823,11.8,11.54,29.22,20.41,7.41,60.93,12.13,31.02,11.64,27.42,9.61,37.7,13.81,11.96,3.25,57.46,50.89,67.87,58.68,60.28,70.55,4765,9.55,14637,13.57,24.01,34.23,44.79,2.96,5.23,7.46,9.76,80.18,4.15,8.48,5.7,2.64,2.98,2.43,41.6,8.62,66.37,2,1057,95.97,36.76,5.39,41.25,1939,5.0,0.54,168200,227200,291000,122800,354,480,626,272,532,24.5,23.6,16.6,112,0,21.8,57.98,65.5,86.36,93.34,1446.56
1027,15076,2.41,12.56,23.26,10.77,16.14,0,0.0,21579,69.71,0.3,37.59,35.11,8.69,20.8,26411,11240,2582,17.44,7.53,23.06,13.82,9.82,52.58,13.45,24.7,15.98,23.49,13.4,23.65,16.96,15.27,2.88,66.58,63.44,72.64,66.73,61.42,67.43,143,1.1,388,17.01,22.94,31.96,35.82,0.44,0.59,0.82,0.92,95.71,0.6,3.78,2.51,2.37,2.4,2.32,58.24,3.25,52.9,2,365,94.48,57.47,3.84,36.99,1961,5.88,0.24,35800,47800,66100,30300,210,275,337,127,338,25.4,19.0,15.0,13,0,2.56,46.0,37.99,70.49,82.34,198.58
1442,60633,2.89,36.54,58.57,46.22,6.18,60633,100.0,18393,84.61,0.66,47.29,16.0,4.65,10.37,29912,10616,14462,31.46,4.65,13.51,47.94,6.83,50.86,8.33,44.49,7.91,38.44,5.7,64.28,8.83,7.36,2.81,67.48,65.3,73.55,64.12,59.73,67.09,576,2.44,4115,44.71,54.9,67.53,71.47,3.03,3.73,4.58,4.85,90.97,1.31,2.29,1.47,2.19,2.39,2.09,37.28,2.85,65.7,2,1042,95.27,34.2,1.15,22.17,1967,3.7,0.25,52900,76300,107600,54700,268,348,438,170,403,34.9,18.1,11.7,61,0,6.79,52.83,23.52,42.67,71.02,815.98
1306,16097,2.6,14.85,27.13,13.27,12.19,0,0.0,21615,76.29,5.09,44.87,28.92,6.95,8.12,28305,10102,2288,14.75,17.83,25.32,16.81,4.88,62.86,6.46,27.26,13.56,24.33,6.14,29.63,9.28,7.8,3.15,79.49,79.81,91.25,78.71,70.22,71.82,182,1.2,189,5.82,5.82,9.52,18.52,0.07,0.07,0.11,0.22,90.15,0.65,4.71,3.19,2.51,2.78,2.07,69.34,2.0,43.33,3,653,90.45,62.72,0.61,55.13,1973,2.59,0.32,31500,44000,58800,27300,156,231,288,132,266,24.1,21.6,13.8,2,0,1.17,79.41,49.11,82.66,92.93,36.89
405,32503,3.1,22.42,32.35,21.82,10.52,32503,100.0,53479,81.23,1.04,58.89,22.89,3.36,19.64,62203,22161,1480,5.28,1.94,7.2,51.18,4.22,62.63,12.07,44.32,5.14,46.3,6.06,40.02,10.79,8.53,3.13,81.18,76.48,93.07,80.53,54.18,72.08,314,1.58,3961,11.03,20.27,32.19,38.12,1.34,2.47,3.92,4.65,82.58,1.41,4.9,3.64,2.68,2.87,2.26,74.63,3.12,32.73,3,359,96.69,69.81,2.23,25.07,1964,0.93,0.29,185200,253900,333400,148200,523,631,802,279,702,28.6,22.6,10.5,0,0,12.19,43.01,48.71,73.31,84.79,358.64
1407,88693,2.7,13.77,30.92,15.15,9.65,88693,100.0,28108,78.15,0.53,34.68,21.99,12.74,16.03,32096,13518,11184,12.92,6.71,21.49,14.45,7.07,61.86,12.47,21.82,11.44,23.15,13.12,31.67,19.09,16.22,3.09,65.86,63.25,74.02,65.85,52.92,62.42,2000,3.29,8610,20.75,31.36,43.8,50.16,2.01,3.04,4.25,4.87,85.2,3.17,5.26,3.68,2.63,2.64,2.63,40.87,8.76,63.54,2,1560,95.47,40.71,1.47,11.03,1970,2.97,0.24,128100,158000,209600,81500,434,507,587,153,548,30.8,23.6,10.8,13,76,9.71,45.45,35.36,77.14,83.16,894.51
1038,90533,2.87,13.1,29.46,11.91,4.58,89480,98.85,38124,90.28,0.67,36.13,12.31,3.8,9.67,41361,14720,8701,9.69,5.78,14.24,26.2,4.54,74.41,22.97,19.81,11.08,31.05,9.5,26.73,13.85,11.72,3.3,78.24,76.16,87.2,76.97,62.68,69.25,1126,1.97,6372,15.55,26.82,39.92,51.07,1.09,1.89,2.81,3.59,83.96,3.25,6.35,4.81,2.86,2.96,2.66,69.93,6.23,44.13,3,3477,90.06,67.7,1.35,26.32,1983,4.66,0.31,75800,90300,110900,35100,356,437,540,184,517,25.6,24.2,12.3,0,14,7.04,31.99,32.91,70.36,73.81,223.64
1264,38372,2.78,16.57,29.28,16.68,12.39,38372,100.0,33498,76.67,0.8,46.68,29.8,8.15,18.47,40144,14225,2878,8.0,7.81,21.26,19.27,5.15,62.68,25.72,22.88,15.5,25.74,7.28,33.81,10.28,8.87,3.1,75.55,74.17,80.57,77.8,57.05,69.05,614,2.29,1575,20.25,22.35,26.22,27.37,0.83,0.92,1.08,1.12,89.17,1.64,3.62,2.6,2.6,2.78,2.27,69.92,1.43,45.65,3,647,95.53,65.45,0.93,33.54,1958,1.9,0.32,109500,136000,168400,58900,327,450,535,208,529,27.5,21.1,13.8,40,0,4.1,74.45,59.53,86.27,93.03,885.56
